display_position,editorial_player_key,editorial_team_abbr,editorial_team_full_name,editorial_team_key,eligible_positions,is_undroppable,player_id,player_key,position_type,primary_position,uniform_number,bye_weeks.week,headshot.size,headshot.url,name.ascii_first,name.ascii_last,name.first,name.full,name.last,draft_analysis.average_pick,draft_analysis.average_round,draft_analysis.average_cost,draft_analysis.percent_drafted,status,has_player_notes,player_notes_last_timestamp
RB,nfl.p.24858,Ten,Tennessee Titans,nfl.t.10,['RB'],0,24858,273.p.24858,O,RB,29,11,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,DeMarco,Murray,DeMarco,DeMarco Murray,Murray,23.9,3.0,24.6,1.0,,,
RB,nfl.p.24860,Pit,Pittsburgh Steelers,nfl.t.23,['RB'],0,24860,273.p.24860,O,RB,22,4,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Stevan,Ridley,Stevan,Stevan Ridley,Ridley,104.6,11.3,3.9,0.63,,,
QB,nfl.p.24861,Bal,Baltimore Ravens,nfl.t.33,['QB'],0,24861,273.p.24861,O,QB,15,8,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Ryan,Mallett,Ryan,Ryan Mallett,Mallett,0.0,0.0,0.0,0.0,,,
WR,nfl.p.24865,LAC,Los Angeles Chargers,nfl.t.24,['WR'],0,24865,273.p.24865,O,WR,82,7,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Austin,Pettis,Austin,Austin Pettis,Pettis,0.0,0.0,0.0,0.0,,,
WR,nfl.p.24866,Buf,Buffalo Bills,nfl.t.2,['WR'],0,24866,273.p.24866,O,WR,80,8,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Leonard,Hankerson,Leonard,Leonard Hankerson,Hankerson,0.0,0.0,0.0,0.0,,,
WR,nfl.p.24869,NO,New Orleans Saints,nfl.t.18,['WR'],0,24869,273.p.24869,O,WR,15,6,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Vincent,Brown,Vincent,Vincent Brown,Brown,125.1,13.6,1.4,0.02,,,
WR,nfl.p.24870,NYG,New York Giants,nfl.t.19,['WR'],0,24870,273.p.24870,O,WR,12,11,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Jerrel,Jernigan,Jerrel,Jerrel Jernigan,Jernigan,0.0,0.0,0.0,0.0,,,
RB,nfl.p.24883,NYJ,New York Jets,nfl.t.20,['RB'],0,24883,273.p.24883,O,RB,25,9,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Alex,Green,Alex,Alex Green,Green,0.0,0.0,0.0,0.0,,,
TE,nfl.p.24889,Mia,Miami Dolphins,nfl.t.15,['TE'],0,24889,273.p.24889,O,TE,84,7,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Jordan,Cameron,Jordan,Jordan Cameron,Cameron,0.0,0.0,0.0,0.0,,,
TE,nfl.p.24891,Min,Minnesota Vikings,nfl.t.16,['TE'],0,24891,273.p.24891,O,TE,35,11,small,https://s.yimg.com/iu/api/res/1.2/JZw25Jh_XA51RdW7LYV.RA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/10012020/24891.png,Luke,Stocker,Luke,Luke Stocker,Stocker,0.0,0.0,0.0,0.0,,,
RB,nfl.p.24892,LV,Las Vegas Raiders,nfl.t.13,['RB'],0,24892,273.p.24892,O,RB,26,5,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Roy,Helu Jr.,Roy,Roy Helu Jr.,Helu Jr.,96.8,10.6,6.8,0.58,,,
WR,nfl.p.24894,LV,Las Vegas Raiders,nfl.t.13,['WR'],0,24894,273.p.24894,O,WR,83,5,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Kris,Durham,Kris,Kris Durham,Durham,0.0,0.0,0.0,0.0,,,
WR,nfl.p.24898,Dal,Dallas Cowboys,nfl.t.6,['WR'],0,24898,273.p.24898,O,WR,81,5,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Clyde,Gates,Clyde,Clyde Gates,Gates,0.0,0.0,0.0,0.0,,,
WR,nfl.p.24899,Buf,Buffalo Bills,nfl.t.2,['WR'],0,24899,273.p.24899,O,WR,11,8,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Greg,Salas,Greg,Greg Salas,Salas,0.0,0.0,0.0,0.0,,,
WR,nfl.p.24901,TB,Tampa Bay Buccaneers,nfl.t.27,['WR'],0,24901,273.p.24901,O,WR,10,5,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Cecil,Shorts III,Cecil,Cecil Shorts III,Shorts III,0.0,0.0,0.0,0.0,,,
RB,nfl.p.24902,NO,New Orleans Saints,nfl.t.18,['RB'],0,24902,273.p.24902,O,RB,48,6,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Kendall,Hunter,Kendall,Kendall Hunter,Hunter,0.0,0.0,0.0,0.0,,,
RB,nfl.p.24906,Jax,Jacksonville Jaguars,nfl.t.30,['RB'],0,24906,273.p.24906,O,RB,34,6,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Delone,Carter,Delone,Delone Carter,Carter,0.0,0.0,0.0,0.0,,,
K,nfl.p.24907,Det,Detroit Lions,nfl.t.8,['K'],0,24907,273.p.24907,K,K,5,5,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Alex,Henery,Alex,Alex Henery,Henery,140.4,14.8,1.3,0.43,,,
WR,nfl.p.24910,Jax,Jacksonville Jaguars,nfl.t.30,['WR'],0,24910,273.p.24910,O,WR,17,6,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Tandon,Doss,Tandon,Tandon Doss,Doss,0.0,0.0,0.0,0.0,,,
RB,nfl.p.24911,SF,San Francisco 49ers,nfl.t.25,['RB'],0,24911,273.p.24911,O,RB,48,9,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Owen,Marecic,Owen,Owen Marecic,Marecic,0.0,0.0,0.0,0.0,,,
RB,nfl.p.24912,Buf,Buffalo Bills,nfl.t.2,['RB'],0,24912,273.p.24912,O,RB,25,8,small,https://s.yimg.com/iu/api/res/1.2/Gw106AZ9uB8_1wshbGPShg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08072021/24912.png,Taiwan,Jones,Taiwan,Taiwan Jones,Jones,0.0,0.0,0.0,0.0,,,
RB,nfl.p.24913,NYJ,New York Jets,nfl.t.20,['RB'],0,24913,273.p.24913,O,RB,29,9,small,https://s.yimg.com/iu/api/res/1.2/3ZjcHnuLysaSqJ6DpZ08nQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08292019/24913.png,Bilal,Powell,Bilal,Bilal Powell,Powell,0.0,0.0,0.0,0.0,,,
TE,nfl.p.24916,Mia,Miami Dolphins,nfl.t.15,['TE'],0,24916,273.p.24916,O,TE,89,7,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Julius,Thomas,Julius,Julius Thomas,Thomas,0.0,0.0,0.0,0.0,,,
RB,nfl.p.24917,Ten,Tennessee Titans,nfl.t.10,['RB'],0,24917,273.p.24917,O,RB,23,11,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Jamie,Harper,Jamie,Jamie Harper,Harper,0.0,0.0,0.0,0.0,,,
WR,nfl.p.24919,Car,Carolina Panthers,nfl.t.29,['WR'],0,24919,273.p.24919,O,WR,19,6,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Kealoha,Pilares,Kealoha,Kealoha Pilares,Pilares,0.0,0.0,0.0,0.0,,,
RB,nfl.p.24920,GB,Green Bay Packers,nfl.t.9,['RB'],0,24920,273.p.24920,O,RB,34,10,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Johnny,White,Johnny,Johnny White,White,0.0,0.0,0.0,0.0,,,
QB,nfl.p.24922,Det,Detroit Lions,nfl.t.8,['QB'],0,24922,273.p.24922,O,QB,2,5,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Ricky,Stanzi,Ricky,Ricky Stanzi,Stanzi,0.0,0.0,0.0,0.0,,,
RB,nfl.p.24923,KC,Kansas City Chiefs,nfl.t.12,['RB'],0,24923,273.p.24923,O,RB,42,7,small,https://s.yimg.com/iu/api/res/1.2/LYNOcpPVEVpDvJiAi4nZ.A--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/10012020/24923.png,Anthony,Sherman,Anthony,Anthony Sherman,Sherman,0.0,0.0,0.0,0.0,,,
TE,nfl.p.24928,Was,Washington Commanders,nfl.t.28,['TE'],0,24928,273.p.24928,O,TE,48,10,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,D.J.,Williams,D.J.,D.J. Williams,Williams,0.0,0.0,0.0,0.0,,,
RB,nfl.p.24932,NO,New Orleans Saints,nfl.t.18,['RB'],0,24932,273.p.24932,O,RB,37,6,small,https://s.yimg.com/iu/api/res/1.2/kB3VIdlQ5WyofZd3yaANCg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09272018/24932.png,Jacquizz,Rodgers,Jacquizz,Jacquizz Rodgers,Rodgers,118.3,12.8,3.2,0.16,,,
WR,nfl.p.24935,Buf,Buffalo Bills,nfl.t.2,['WR'],0,24935,273.p.24935,O,WR,17,8,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Denarius,Moore,Denarius,Denarius Moore,Moore,101.6,11.0,3.4,0.99,,,
RB,nfl.p.24936,NYG,New York Giants,nfl.t.19,['RB'],0,24936,273.p.24936,O,RB,33,11,small,https://s.yimg.com/iu/api/res/1.2/LUbSXgxzO..Pjx45FyZEPA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/10012020/24936.png,Dion,Lewis,Dion,Dion Lewis,Lewis,0.0,0.0,0.0,0.0,,,
QB,nfl.p.24939,Hou,Houston Texans,nfl.t.34,['QB'],0,24939,273.p.24939,O,QB,2,8,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,T.J.,Yates,T.J.,T.J. Yates,Yates,0.0,0.0,0.0,0.0,,,
WR,nfl.p.24940,Buf,Buffalo Bills,nfl.t.2,['WR'],0,24940,273.p.24940,O,WR,10,8,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Jeremy,Kerley,Jeremy,Jeremy Kerley,Kerley,0.0,0.0,0.0,0.0,,,
"WR,TE",nfl.p.24942,SF,San Francisco 49ers,nfl.t.25,"['WR', 'TE']",0,24942,273.p.24942,O,WR,43,9,small,https://s.yimg.com/iu/api/res/1.2/AfneymoLHDAnvEZbJE9wbQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08232018/24942.png,Niles,Paul,Niles,Niles Paul,Paul,0.0,0.0,0.0,0.0,,,
TE,nfl.p.24946,Atl,Atlanta Falcons,nfl.t.1,['TE'],0,24946,273.p.24946,O,TE,85,7,small,https://s.yimg.com/iu/api/res/1.2/Mu8U2_Ieuynk8KnXIL2qLQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/10012020/24946.1.png,Lee,Smith,Lee,Lee Smith,Smith,0.0,0.0,0.0,0.0,,,
QB,nfl.p.24947,LAC,Los Angeles Chargers,nfl.t.24,['QB'],0,24947,273.p.24947,O,QB,7,7,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Nathan,Enderle,Nathan,Nathan Enderle,Enderle,0.0,0.0,0.0,0.0,,,
WR,nfl.p.24954,SF,San Francisco 49ers,nfl.t.25,['WR'],0,24954,273.p.24954,O,WR,81,9,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Ryan,Whalen,Ryan,Ryan Whalen,Whalen,0.0,0.0,0.0,0.0,,,
"RB,TE",nfl.p.24961,Ari,Arizona Cardinals,nfl.t.22,"['RB', 'TE']",0,24961,273.p.24961,O,RB,85,10,small,https://s.yimg.com/iu/api/res/1.2/MjlyA36c5KGb3MbrjGRMhQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08062019/24961.png,Charles,Clay,Charles,Charles Clay,Clay,0.0,0.0,0.0,0.0,,,
WR,nfl.p.24963,Chi,Chicago Bears,nfl.t.3,['WR'],0,24963,273.p.24963,O,WR,82,6,small,https://s.yimg.com/iu/api/res/1.2/3LJvEWeIg6z.XM19XOUmLg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08162019/24963.png,Dwayne,Harris,Dwayne,Dwayne Harris,Harris,0.0,0.0,0.0,0.0,,,
RB,nfl.p.24964,Atl,Atlanta Falcons,nfl.t.1,['RB'],0,24964,273.p.24964,O,RB,40,7,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Evan,Royster,Evan,Evan Royster,Royster,121.9,12.8,1.4,0.04,,,
WR,nfl.p.24965,Car,Carolina Panthers,nfl.t.29,['WR'],0,24965,273.p.24965,O,WR,8,6,small,https://s.yimg.com/iu/api/res/1.2/AInJEoEhm6ADbZ9DBzrwXg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08092019/24965.png,Aldrick,Robinson,Aldrick,Aldrick Robinson,Robinson,0.0,0.0,0.0,0.0,,,
QB,nfl.p.24967,NYG,New York Giants,nfl.t.19,['QB'],0,24967,273.p.24967,O,QB,2,11,small,https://s.yimg.com/iu/api/res/1.2/qAJ5NdhdXyCDSYXQdlvmhQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08302021/24967.png,Tyrod,Taylor,Tyrod,Tyrod Taylor,Taylor,0.0,0.0,0.0,0.0,,,
TE,nfl.p.24968,Den,Denver Broncos,nfl.t.7,['TE'],0,24968,273.p.24968,O,TE,,7,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Richard,Gordon,Richard,Richard Gordon,Gordon,0.0,0.0,0.0,0.0,,,
WR,nfl.p.24969,Sea,Seattle Seahawks,nfl.t.26,['WR'],0,24969,273.p.24969,O,WR,1,11,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Ronald,Johnson,Ronald,Ronald Johnson,Johnson,0.0,0.0,0.0,0.0,,,
RB,nfl.p.24970,Hou,Houston Texans,nfl.t.34,['RB'],0,24970,273.p.24970,O,RB,22,8,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Jordan,Todman,Jordan,Jordan Todman,Todman,0.0,0.0,0.0,0.0,,,
TE,nfl.p.24991,LAC,Los Angeles Chargers,nfl.t.24,['TE'],0,24991,273.p.24991,O,TE,88,7,small,https://s.yimg.com/iu/api/res/1.2/_CDyhX464zM.kol7NQT7yA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/10012020/24991.png,Virgil,Green,Virgil,Virgil Green,Green,0.0,0.0,0.0,0.0,,,
QB,nfl.p.24995,Cin,Cincinnati Bengals,nfl.t.4,['QB'],0,24995,273.p.24995,O,QB,7,8,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Greg,McElroy,Greg,Greg McElroy,McElroy,0.0,0.0,0.0,0.0,,,
